lon,lat
-74.0068363,40.7087931
-74.0068363,40.7087931
NA,NA
NA,NA
-73.7897247,40.8509777
-73.7897247,40.8509777
-73.9390619,40.7493572
-73.86348939999999,40.7348796
NA,NA
-74.01011419999999,40.71330040000001
-74.0109797,40.7144626
-73.9882453,40.6934634
-73.9882453,40.6934634
-74.0033029,40.7103379
-74.0033029,40.7103379
-73.9390619,40.7493572
-74.0109797,40.7144626
-74.0081164,40.7087357
-74.002517,40.7157524
-73.9857147,40.693364
-73.9857147,40.693364
-74.01011419999999,40.71330040000001
-73.9857147,40.693364
-74.01011419999999,40.71330040000001
NA,NA
NA,NA
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0109797,40.7144626
-74.0091879,40.7034619
-74.0091879,40.7034619
-74.0081164,40.7087357
-74.0078458,40.7088657
-74.0078458,40.7088657
-74.0081164,40.7087357
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.8701499,40.6696349
-73.8701499,40.6696349
-73.8701499,40.6696349
-74.0109797,40.7144626
-73.9820452,40.6917556
-73.9390619,40.7493572
-73.9390619,40.7493572
-74.0081164,40.7087357
-73.9880953,40.743789
-73.9880953,40.743789
-73.9882453,40.6934634
-73.9882453,40.6934634
-74.0109797,40.7144626
-74.0109797,40.7144626
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.9390619,40.7493572
-73.9390619,40.7493572
-74.0109797,40.7144626
-74.01011419999999,40.71330040000001
-74.01011419999999,40.71330040000001
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.9882453,40.6934634
-73.9882453,40.6934634
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.9882453,40.6934634
-73.9882453,40.6934634
-73.9419066,40.797615
-73.9419066,40.797615
NA,NA
NA,NA
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0078458,40.7088657
-74.0078458,40.7088657
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.9755923,40.7400973
-73.9755923,40.7400973
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.8701499,40.6696349
-73.8701499,40.6696349
-73.9857147,40.693364
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0023853,40.71206189999999
-74.0091879,40.7034619
-74.0091879,40.7034619
-73.930965,40.7441363
-73.930965,40.7441363
-74.01011419999999,40.71330040000001
-74.0091879,40.7034619
-74.0091879,40.7034619
-74.0091879,40.7034619
-74.0091879,40.7034619
-73.9755923,40.7400973
-73.9755923,40.7400973
-74.0057361,40.7096402
-74.0057361,40.7096402
-74.0091879,40.7034619
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.921089,40.82585600000001
-74.01011419999999,40.71330040000001
-74.01011419999999,40.71330040000001
-74.01011419999999,40.71330040000001
-74.01011419999999,40.71330040000001
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.01011419999999,40.71330040000001
-74.0075231,40.7134096
-74.0075231,40.7134096
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.7815093,41.1071626
-73.7815093,41.1071626
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.940253,40.8410669
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.0725099,40.6434772
-74.0725099,40.6434772
-73.9882453,40.6934634
-73.9882453,40.6934634
-74.0075231,40.7134096
-74.0075231,40.7134096
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.01011419999999,40.71330040000001
-74.01011419999999,40.71330040000001
-73.9882453,40.6934634
-73.9882453,40.6934634
-73.9287523,40.7144428
-73.9287523,40.7144428
-73.8644434,40.7348102
-73.8644434,40.7348102
-74.01011419999999,40.71330040000001
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.9761524,40.7383829
-73.9761524,40.7383829
-74.0091879,40.7034619
-74.0091879,40.7034619
-74.0057361,40.7096402
-74.0057361,40.7096402
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.8056742,40.7041696
-73.8056742,40.7041696
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.0091879,40.7034619
-74.0091879,40.7034619
-73.8793824,40.8865832
-73.8793824,40.8865832
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.8644434,40.7348102
-74.5450386,41.8426117
-74.5450386,41.8426117
-73.8644434,40.7348102
-73.8644434,40.7348102
NA,NA
-73.8141354,41.0790113
-73.8141354,41.0790113
-73.8644434,40.7348102
-73.8644434,40.7348102
-74.0091879,40.7034619
-74.0091879,40.7034619
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.0091879,40.7034619
-74.0091879,40.7034619
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.9882453,40.6934634
-73.9882453,40.6934634
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.2358613,40.5080364
-74.2358613,40.5080364
-74.0091879,40.7034619
-74.0091879,40.7034619
-74.0091879,40.7034619
-74.0091879,40.7034619
-73.8644434,40.7348102
-74.01011419999999,40.71330040000001
-73.8644434,40.7348102
-73.8644434,40.7348102
-73.8391331,40.7718656
-73.8391331,40.7718656
-73.86348939999999,40.7348796
-73.86348939999999,40.7348796
-74.0109797,40.7144626
-73.930965,40.7441363
-73.930965,40.7441363
-73.7948516,40.7282239
-73.7948516,40.7282239
-74.0075231,40.7134096
-74.0075231,40.7134096
-74.2358613,40.5080364
-74.0091879,40.7034619
-73.8480654,40.6737486
